model_name,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,split3_test_pr_auc,split4_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_train_pr_auc,split1_train_pr_auc,split2_train_pr_auc,split3_train_pr_auc,split4_train_pr_auc,mean_train_pr_auc,std_train_pr_auc,split0_test_f2,split1_test_f2,split2_test_f2,split3_test_f2,split4_test_f2,mean_test_f2,std_test_f2,rank_test_f2,split0_train_f2,split1_train_f2,split2_train_f2,split3_train_f2,split4_train_f2,mean_train_f2,std_train_f2,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,param_model__C,param_model__max_depth,param_model__min_samples_leaf,param_model__max_features,param_model__learning_rate,param_model__n_estimators,param_model__var_smoothing,param_model__colsample_bytree,param_model__min_child_samples,param_model__num_leaves,param_model__subsample,param_model__depth,param_model__iterations,param_model__l2_leaf_reg
gradient_boosting,2.892627239227295,0.12652112061884957,0.10007715225219727,0.008880148083486387,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 100}",0.6508193373393113,0.6298837622840199,0.6862015644736033,0.6785158050950635,0.6763495455626471,0.664354002950929,0.020943496803824985,2,0.6920959410723454,0.6985745935658382,0.6823608919388902,0.6847024573808197,0.6908098953510178,0.6897087558617822,0.005737043982902207,0.5162659123055162,0.5150665732305536,0.5465444287729196,0.5761173184357542,0.5099857346647646,0.5327959934819017,0.02519381075645436,2,0.5399185696583466,0.5643044619422573,0.5458860759493671,0.5242150079829697,0.5505795574288725,0.5449807345923627,0.01313326931312705,0.5647969052224371,0.5547169811320755,0.5950095969289827,0.616822429906542,0.5663366336633663,0.5795365093706807,0.022965878776636597,2,0.5919456574478409,0.6064880112834978,0.5914285714285714,0.5768667642752562,0.5954415954415955,0.5924341199753524,0.009488404044888203,0.6697247706422018,0.6363636363636364,0.6981981981981982,0.6991525423728814,0.6941747572815534,0.6795227809716943,0.024114277599597726,1,0.7052023121387283,0.6928034371643395,0.6869469026548672,0.6928487690504103,0.689010989010989,0.6933624820038669,0.006338030599545886,0.4882943143812709,0.4916387959866221,0.5183946488294314,0.5518394648829431,0.4782608695652174,0.5056856187290969,0.026621737447668745,2,0.5100334448160535,0.5392976588628763,0.5192307692307693,0.49414715719063546,0.524247491638796,0.5173913043478262,0.014998051722259988,0.8421590486807878,0.8302574604559482,0.8456004717819463,0.861117169954599,0.8617519907147162,0.8481772283175996,0.011964050353517941,1,0.8609860816635336,0.8634296694205693,0.8597226837873956,0.8565172188781895,0.8570354028323075,0.8595382113163991,0.002555944069456107,0.8003549245785271,0.7905944986690329,0.8127772848269743,0.8181011535048802,0.80550621669627,0.8054668156551369,0.009595709955705892,2,0.8134013756378966,0.8142888839582871,0.8096294652762369,0.8076325715553583,0.8110026619343389,0.8111909916724235,0.0024338825113551787,,2,,,0.05,100.0,,,,,,,,
gradient_boosting,2.6831034660339355,0.06696875406359011,0.09445433616638184,0.007606171596838861,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 100}",0.6477103930676934,0.629534291905993,0.6850536876614826,0.6809608421357394,0.6807602868663802,0.6648039003274577,0.022189367704790568,1,0.716832197279802,0.7205552114489518,0.7020022614979351,0.7048851289479305,0.7091956954846557,0.7106940989318551,0.007020757431307806,0.52945301542777,0.5147058823529411,0.5625436757512229,0.5886426592797784,0.5263157894736842,0.5443322044570793,0.027271870231921555,1,0.5765860497721697,0.5882865609203416,0.5749737853897239,0.5614127569847127,0.5727527107380203,0.5748023727609936,0.008585070079283406,0.5708884688090737,0.5536723163841808,0.602996254681648,0.6215722120658135,0.581532416502947,0.5861323336887325,0.02386446810065023,1,0.6213408876298395,0.6281991624011168,0.6166822867853796,0.6077032810271041,0.6150234741784038,0.6177898184043688,0.006805616180968007,0.6565217391304348,0.6336206896551724,0.6851063829787234,0.6854838709677419,0.7047619047619048,0.6730989174987955,0.025033754726100983,2,0.7136659436008677,0.7082896117523609,0.7014925373134329,0.7045203969128997,0.7012847965738758,0.7058506572306873,0.00466126775610217,0.5050167224080268,0.4916387959866221,0.5384615384615384,0.568561872909699,0.49498327759197325,0.5197324414715719,0.029507351170719415,1,0.5501672240802675,0.56438127090301,0.5501672240802675,0.5342809364548495,0.5476588628762542,0.5493311036789297,0.00956252739498046,0.8423347551419386,0.8297081253130403,0.8450046855056307,0.8607637374178017,0.8614931674707713,0.8478608941698365,0.012004510792950724,2,0.8698027200302224,0.8735203118418489,0.8682756828611228,0.8651035516556245,0.8666011806666344,0.8686606894110908,0.0028970053306107595,0.7985803016858918,0.7897071872227152,0.8118899733806566,0.8163265306122449,0.8108348134991119,0.8054677612801241,0.009836622626440746,1,0.822054581761704,0.8227202130019969,0.818504548480142,0.8169514089194586,0.8181011535048802,0.8196663811336364,0.0022891159030692105,,2,,,0.1,100.0,,,,,,,,
extra_trees,1.341431474685669,0.018579030017085104,0.1937204360961914,0.005886074360978069,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5}",0.6361867978265999,0.639227098198039,0.6778480655528721,0.6610159643609151,0.6616320696857738,0.6551819991248399,0.015522665131229367,2,0.7399808016363608,0.7367553850760947,0.72379471114715,0.7362207808393295,0.7310329333827108,0.7335569224163292,0.005661516030590632,0.7120933087783916,0.68,0.7047791893526921,0.7286585365853658,0.7160570365778053,0.708317614258851,0.01613886846193952,2,0.7727063868892633,0.78125,0.7815585599270849,0.768583664729275,0.7771664374140302,0.7762530097919306,0.0050070053145727005,0.6338797814207651,0.6071428571428571,0.6164021164021164,0.6433378196500673,0.6452513966480447,0.62920279425277,0.015031493402340116,3,0.6861611696701803,0.6980742778541953,0.6871452420701168,0.6813559322033899,0.6883248730964467,0.6882122989788659,0.005470407800460626,0.535796766743649,0.5151515151515151,0.5098468271334792,0.5382882882882883,0.5539568345323741,0.5306080463698611,0.01613076207242332,3,0.5782234957020057,0.592873831775701,0.5719844357976653,0.572976054732041,0.5781694144400228,0.5788454464894872,0.007472117011504591,0.7759197324414716,0.7391304347826086,0.7792642140468228,0.7993311036789298,0.7725752508361204,0.7732441471571907,0.0194325605971023,2,0.8436454849498328,0.8486622073578596,0.8603678929765887,0.8403010033444817,0.8503344481605352,0.8486622073578596,0.0068541476695381885,0.838503546443055,0.8335514516988997,0.8415713408624562,0.8555632300906403,0.856031592612214,0.845044232341453,0.009146550754367929,2,0.8975516394626606,0.8976883834062802,0.8950781271307053,0.8954291411318711,0.8934755596351769,0.8958445701533388,0.0015928565505112919,0.7622005323868678,0.74622892635315,0.7426796805678794,0.7648624667258208,0.7744227353463587,0.7580788682760153,0.011896919092182113,3,0.7952074550698913,0.8051919236742845,0.7921011759485245,0.7914355447082316,0.7956965394853593,0.7959265277772583,0.004923814920189465,,8,5.0,sqrt,,,,,,,,,,
extra_trees,1.318984031677246,0.040265412122720584,0.19320068359375,0.011491371395595364,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10}",0.630640723890196,0.6452060112168582,0.678583621978093,0.658004219848408,0.6651972024943029,0.6555263558855715,0.016474870545771052,1,0.7249326522651456,0.7230796595584345,0.7122784806934979,0.7183889890152985,0.7165643587213467,0.7190488280507447,0.004545603783185502,0.7138480392156863,0.6844689993861265,0.7091128545564273,0.7351154313487241,0.712957222566646,0.711100509414722,0.016130101533907454,1,0.7584097859327217,0.7688766114180479,0.768120346451907,0.7558671136848522,0.7601892840787666,0.7622926283132591,0.005255452261954456,0.6340136054421769,0.6092896174863388,0.618421052631579,0.6461949265687583,0.6424581005586593,0.6300754605375024,0.014117736640848906,2,0.6720867208672087,0.6844262295081968,0.675576344804544,0.6671149966375253,0.6722915963550455,0.674299177634504,0.005739793372079264,0.5344036697247706,0.5150115473441108,0.5097613882863341,0.5377777777777778,0.5515587529976019,0.529702627226119,0.015352386975959819,4,0.5649202733485194,0.5785219399538106,0.5626043405676127,0.5579302587176603,0.5636672325976231,0.5655288090370452,0.006912998138711679,0.7792642140468228,0.745819397993311,0.7859531772575251,0.8093645484949833,0.7692307692307693,0.7779264214046823,0.02078965922129775,1,0.8294314381270903,0.8377926421404682,0.8453177257525084,0.8294314381270903,0.8327759197324415,0.8349498327759196,0.0060200668896321224,0.8381521335207537,0.8327133116830658,0.8424720889276655,0.855589485079088,0.8575562232835773,0.8452966484988302,0.009732443220822708,1,0.8879939575086188,0.8888476286100149,0.8861268913088933,0.8854806720074668,0.8838248317661125,0.8864547962402213,0.0017926414566203665,0.7613132209405501,0.74622892635315,0.7426796805678794,0.7648624667258208,0.7726465364120781,0.7575461661998958,0.011356341383961854,4,0.7852229864654982,0.7949855779897936,0.7845573552252052,0.7803416907033504,0.7846051464063887,0.7859425513580472,0.0048450214592209336,,8,10.0,sqrt,,,,,,,,,,
extra_trees,1.610063409805298,0.021061823061673465,0.21670618057250976,0.0068016319874768085,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5}",0.5982868813085155,0.6264831776241686,0.6722904455151167,0.6366916045319652,0.6632305840393394,0.6393965386038211,0.026510927244337224,4,0.8581414047456036,0.858298957142978,0.8511978869993524,0.856415983878872,0.8496637491006029,0.8547435963734816,0.0036155075766670123,0.6915887850467289,0.6581409856519027,0.6899752475247525,0.7094175960346965,0.7089084065244667,0.6916062041565094,0.018650431951787193,4,0.8673785205818632,0.857915057915058,0.86415963161934,0.8603066439522998,0.860655737704918,0.8620831183546958,0.003314187584791614,0.6271186440677966,0.5977337110481586,0.6203059805285118,0.6387726638772664,0.648493543758967,0.62648490865614,0.017323862645122076,4,0.7800974251913709,0.7696570834776585,0.7693884523402802,0.77448588358313,0.7734537873523281,0.7734165263889536,0.0039022586675194386,0.5427872860635696,0.5184275184275184,0.530952380952381,0.5478468899521531,0.5678391959798995,0.5415706542751043,0.01660879330773312,1,0.668057210965435,0.6570076877587226,0.6504910456383594,0.6640765092647938,0.6617122473246135,0.6602689401903848,0.006057736684590438,0.7424749163879598,0.705685618729097,0.745819397993311,0.7658862876254181,0.7558528428093646,0.7431438127090301,0.020442417110282468,4,0.9372909698996655,0.9289297658862876,0.9414715719063546,0.9289297658862876,0.9306020066889632,0.9334448160535118,0.005061119046963746,0.8315176999014429,0.8296879291680804,0.8391074111773545,0.8421065387038922,0.8555462990298173,0.8395931755961176,0.009212842373212966,4,0.9481684897508962,0.9469016827459698,0.9460851332691576,0.9476038370123305,0.9446778361446369,0.9466873957845982,0.0012231494468602079,0.7657497781721384,0.7480035492457853,0.7577639751552795,0.7701863354037267,0.7824156305506217,0.7648238537055103,0.011591796115457331,1,0.8597736853783005,0.8524517417350788,0.8502329709341025,0.856445529176836,0.8553682342502218,0.8548544322949079,0.0032901507464291623,,,5.0,sqrt,,,,,,,,,,
extra_trees,1.4565683364868165,0.015457897481246307,0.1994009494781494,0.00469724552614454,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10}",0.6133028973270295,0.6364237687217253,0.6844570758509236,0.6526132844790097,0.6637096219222713,0.6501013296601919,0.02413716274555786,3,0.7799602947579373,0.7796614514023366,0.7690549568384852,0.7756330904742792,0.7690846865867743,0.7746788960119626,0.004828113273813731,0.7138461538461538,0.6739130434782609,0.6998777506112469,0.7273280584297017,0.7240522063393412,0.7078034425409409,0.019458278709537098,3,0.7897569978468164,0.785526519251585,0.796724322669524,0.7893932446889806,0.7818740399385561,0.7886550248790924,0.004952619185140232,0.6373626373626373,0.6086956521739131,0.6197564276048715,0.6407506702412868,0.6544943820224719,0.6322119538810361,0.01614993747407938,1,0.7048730267673301,0.7058006252170893,0.7069609507640068,0.6991539763113367,0.6967830253251198,0.7027143208769765,0.004001886338911216,0.5407925407925408,0.5241545893719807,0.5204545454545455,0.5346756152125279,0.5641646489104116,0.5368483879484013,0.015468328868862518,2,0.5977881257275902,0.6036838978015449,0.5951972555746141,0.58726549175668,0.589803012746234,0.5947475567213326,0.0058264104232247866,0.7759197324414716,0.725752508361204,0.7658862876254181,0.7993311036789298,0.7792642140468228,0.7692307692307694,0.02430221020011367,3,0.8586956521739131,0.8494983277591973,0.8704013377926422,0.8637123745819398,0.8511705685618729,0.8586956521739129,0.007789842607927856,0.836075969818881,0.8329233515906483,0.8426175011713766,0.850609115731989,0.8575582453401706,0.843956836730613,0.009109234978095402,3,0.9101527895764497,0.9104012771859082,0.9087469658753785,0.9091762635746459,0.9065717498343916,0.9090098092093548,0.001362608853569095,0.7657497781721384,0.7524401064773736,0.7506654835847383,0.7622005323868678,0.7815275310834814,0.7625166863409198,0.01108109671875565,2,0.8091857111160418,0.8120701131573108,0.8085200798757488,0.8027512757932106,0.8034605146406388,0.8071975389165903,0.003554673802644442,,,10.0,sqrt,,,,,,,,,,
ada_boost,2.1637203693389893,0.09091264597146088,0.19607644081115722,0.0037238916621891577,"{'model__learning_rate': 0.1, 'model__n_estimators': 100}",0.6342083325432502,0.6265665470738686,0.6502268998599817,0.6620421319618985,0.6458809943441421,0.6437849811566283,0.012388719177668726,1,0.6541082218612377,0.6525061515542503,0.6447984640814118,0.6465883045679489,0.6470452679299017,0.6490092819989501,0.0036242724766636873,0.43636363636363634,0.44,0.501779359430605,0.5182273052180129,0.4074074074074074,0.4607555416839323,0.04208975697901654,1,0.4660863257163584,0.46568627450980393,0.4771746944644141,0.45413260672116257,0.42119815668202765,0.4568556116187533,0.019260948397069412,0.502092050209205,0.5062761506276151,0.5551181102362205,0.5776892430278885,0.4856512141280353,0.5253653536457927,0.03494645368890991,1,0.5337487019730011,0.534375,0.5374493927125507,0.5216484089723527,0.497550353837779,0.5249543714991367,0.014724969386528362,0.6703910614525139,0.6759776536312849,0.6746411483253588,0.7142857142857143,0.7142857142857143,0.6899162583961174,0.01998293155100383,1,0.7041095890410959,0.7085635359116023,0.6807692307692308,0.6934812760055479,0.7129485179407177,0.6999744299336389,0.011577564207021798,0.4013377926421405,0.40468227424749165,0.47157190635451507,0.48494983277591974,0.36789297658862874,0.42608695652173906,0.044701095509307356,1,0.4297658862876254,0.4289297658862876,0.4439799331103679,0.4180602006688963,0.38210702341137126,0.4205685618729097,0.020919725757854172,0.8387479197970691,0.8294011439096506,0.8382793692340006,0.8563044286106669,0.8492213060059126,0.84239083351146,0.009371771207928906,1,0.8469996888854321,0.8481199033524616,0.8450283285975904,0.8420251386631568,0.8420916440469842,0.844852940709125,0.002487310082172578,0.7888198757763976,0.7905944986690329,0.7994676131322094,0.8118899733806566,0.7930728241563055,0.7967689570229204,0.008377363634014126,1,0.800754382072332,0.8016418903927224,0.79720434879077,0.796538717550477,0.7952528837622005,0.7982784445137002,0.0024810233519639837,,,,,0.1,100.0,,,,,,,,
gaussian_nb,0.11121792793273926,0.0022747303371271396,0.09228606224060058,0.003636542846399056,{'model__var_smoothing': 1e-09},0.5550161025966877,0.5328184867391473,0.5394280551461348,0.5701058415052948,0.5783703964859606,0.5551477764946451,0.017370998511306468,2,0.5568071737391255,0.5638201529571222,0.5575032676512033,0.5559873254398886,0.5509660003226611,0.5570167840220002,0.004104587677417147,0.7206969376979937,0.7195963887413701,0.702674357629785,0.7301916105644743,0.7202723939235202,0.7186863377114288,0.008901023413619013,2,0.7202106649111257,0.7200891102083606,0.7241243604879969,0.7141923680083638,0.7181304975712223,0.7193494002374139,0.0032301671224585177,0.5476429287863591,0.5496957403651116,0.5306930693069307,0.5454545454545454,0.5434782608695652,0.5433929089565025,0.006683291246735928,2,0.5460444222610432,0.5436557012119713,0.5472118959107807,0.5378937007874016,0.5430627947381484,0.543573702981869,0.003220902898780461,0.39111747851002865,0.39446870451237265,0.3769338959212377,0.3836734693877551,0.3856942496493689,0.3863775595961526,0.006081040327260215,2,0.38918534329420135,0.3860203723217422,0.38886932018316306,0.3811018131101813,0.38616307800917754,0.3862679853836931,0.0028996404488217773,0.9130434782608695,0.9063545150501672,0.8963210702341137,0.9431438127090301,0.919732441471572,0.9157190635451504,0.015743949559785746,1,0.9147157190635451,0.9188963210702341,0.9230769230769231,0.9138795986622074,0.9147157190635451,0.917056856187291,0.003483723521070209,0.8161060216825812,0.8000137333785726,0.7991796325917309,0.8310228943499266,0.8199014854027734,0.813244753481117,0.01217742786417335,2,0.8133664869003594,0.8181406561083002,0.8166715741286015,0.8107914582889304,0.8121777452619843,0.8142295841376352,0.002758096736514466,0.5998225377107365,0.6060337178349601,0.5794143744454303,0.582963620230701,0.5896980461811723,0.5915864592806,0.010026319107160014,2,0.5964055913024184,0.5906367872198802,0.5946305746616375,0.5833148435766585,0.5916149068322981,0.5913205407185785,0.004504651398908636,,,,,,,1e-09,,,,,,,
gaussian_nb,0.1140970230102539,0.006675947964734235,0.08744473457336426,0.004124894711539451,{'model__var_smoothing': 1e-08},0.5714854455164163,0.5506934140729358,0.5694651017367496,0.5899517333903815,0.6061726139405532,0.5775536617314072,0.018955091988718586,1,0.582365147898476,0.5857164437951996,0.5776474864408454,0.5763739529854867,0.571795107447559,0.5787796277135133,0.004833795826300222,0.727224294086308,0.7226980728051392,0.7014293276866067,0.7336814621409922,0.721868365180467,0.7213803043799025,0.010821154152268786,1,0.7220599946907353,0.7218402961396087,0.7253372123776779,0.7156084656084656,0.7214787332714986,0.7212649404175971,0.003149220826543159,0.5571428571428572,0.5561277033985582,0.5342741935483871,0.5520628683693517,0.5511651469098278,0.5501545538737964,0.00826273204683272,1,0.5514445007602635,0.5492957746478874,0.5520885757423251,0.5448136958710977,0.5501389239706996,0.5495562941984546,0.0025642675609174412,0.4008810572687225,0.4017857142857143,0.3823953823953824,0.3908205841446453,0.3953488372093023,0.39424631506075336,0.007131032706085765,1,0.3956363636363636,0.39280575539568346,0.39488840892728583,0.38976945244956773,0.3941368078175896,0.39344735764529803,0.00206312179193585,0.9130434782608695,0.903010033444816,0.8862876254180602,0.939799331103679,0.9096989966555183,0.9103678929765886,0.017365558509360786,2,0.9096989966555183,0.9130434782608695,0.9172240802675585,0.9046822742474916,0.9105351170568562,0.9110367892976589,0.004116566429796391,0.820450212463445,0.8052526133811577,0.8075953661965004,0.8365606772979174,0.8261314417667922,0.8191980622211625,0.011663602641092166,1,0.8200996425212805,0.8238282193034467,0.822166837207282,0.8161008607166342,0.8179298597983616,0.8200250839094011,0.002787328353214321,0.6149068322981367,0.6175687666370896,0.5900621118012422,0.5953859804791481,0.6065719360568383,0.604899125454491,0.010715495329139554,1,0.6072775682272021,0.6023962724650543,0.6050587974262259,0.5988462391834923,0.604924578527063,0.6037006911658075,0.002877624527120872,,,,,,,1e-08,,,,,,,
lightgbm,0.38903088569641114,0.015582323110017698,0.11854796409606934,0.004367837409776385,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__min_child_samples': 20, 'model__n_estimators': 100, 'model__num_leaves': 15, 'model__subsample': 0.8}",0.6398756069699506,0.6217544286201021,0.6908055433361314,0.6732528019269312,0.668847228140709,0.6589071217987649,0.02475736139458963,1,0.7567788927182533,0.7548113226802645,0.7402826286415746,0.7486472923524281,0.7478972353346515,0.7496834743454344,0.005818591123363262,0.7182151589242054,0.6902871105681124,0.7142857142857143,0.7260024301336574,0.7050492610837439,0.7107679349990866,0.012264527369841528,1,0.7898749618786215,0.7864047874789013,0.7954026488049931,0.777422790202343,0.8007307048256964,0.789967178638111,0.007943030251173414,0.6359945872801083,0.6108108108108108,0.6283422459893048,0.6381842456608812,0.6299862448418156,0.6286636269165842,0.00964324434937687,1,0.6976430976430976,0.699897575964493,0.7011070110701108,0.6847571189279732,0.7058034216705803,0.6978416450552509,0.00706432727210837,0.5340909090909091,0.5124716553287982,0.5233853006681515,0.5311111111111111,0.5350467289719626,0.5272211410341865,0.008435951716452122,1,0.5839909808342728,0.5914598961338718,0.5854341736694678,0.5712688652878704,0.5893557422969188,0.5843019316444804,0.007042967255459954,0.7859531772575251,0.7558528428093646,0.7859531772575251,0.7993311036789298,0.7658862876254181,0.7785953177257526,0.015601209083198116,1,0.8662207357859532,0.8570234113712375,0.8737458193979933,0.8545150501672241,0.8795986622073578,0.8662207357859533,0.009562527394980458,0.838762057098541,0.8312854442344044,0.8481674018063432,0.8602810495532613,0.8545211163370041,0.8466034138059108,0.010472257237858397,1,0.9004352573614454,0.9017399435751304,0.8993732506118756,0.8973474705274502,0.898961085058084,0.8995714014267971,0.0014701320066829453,0.7613132209405501,0.7444543034605147,0.7533274179236912,0.7595385980479148,0.761101243339254,0.755946956742385,0.006437490382356907,1,0.800754382072332,0.8049700465941868,0.8023075216330153,0.791213667628134,0.8054569653948536,0.8009405166645044,0.005160433342942323,,,,,0.05,100.0,,0.8,20.0,15.0,0.8,,,
catboost,1.238591194152832,0.1647859600164074,0.10763630867004395,0.011134705079887095,"{'model__depth': 4, 'model__iterations': 100, 'model__l2_leaf_reg': 3, 'model__learning_rate': 0.05}",0.6476971284726798,0.6474082625974297,0.6849483686639624,0.670370979765344,0.6779617579380509,0.6656772994874933,0.01550068978975363,1,0.6978995542130452,0.6999003208655916,0.6838583760750191,0.6859019197357191,0.6903717894353169,0.6915863920649383,0.006363774740837561,0.7365269461077845,0.6952034001214329,0.7224220623501199,0.7411835026897788,0.7283343577135832,0.72473405379654,0.016124662335555425,1,0.7448887552615755,0.7444545730780918,0.7557617479796468,0.7443778110944528,0.7348942598187311,0.7448754294464996,0.006611514199151392,0.6364812419146184,0.6106666666666667,0.6251621271076524,0.6391752577319587,0.6493150684931507,0.6321600723828094,0.0132145143724935,1,0.6468668407310705,0.6546426185704742,0.6528765352294764,0.6443867618429591,0.6418205804749341,0.6481186673697827,0.004906308860414342,0.5189873417721519,0.5077605321507761,0.510593220338983,0.519916142557652,0.5498839907192575,0.5214282455077641,0.014981175259215163,1,0.5305139186295503,0.5450500556173526,0.5321390937829295,0.5265111346765642,0.5299564270152506,0.5328341259443294,0.006377409178715774,0.822742474916388,0.7658862876254181,0.8060200668896321,0.8294314381270903,0.7926421404682275,0.8033444816053512,0.022722792978545844,1,0.8285953177257525,0.8193979933110368,0.8444816053511706,0.830267558528428,0.8135451505016722,0.8272575250836119,0.010557654928203746,0.8430618163604932,0.8350197114374809,0.8457580017126332,0.8622521933013425,0.8602940879109324,0.8492771621445764,0.01043085807483915,1,0.8667317263121105,0.8679508055140006,0.8651843606343101,0.8610199204233582,0.8614651747774383,0.8644703975322436,0.002781141742744742,0.7506654835847383,0.7409050576752441,0.743566992014197,0.7515527950310559,0.7726465364120781,0.7518673729434627,0.011156933372210931,1,0.7599289993343687,0.7705790991790548,0.7617040159751498,0.756822720213002,0.7590949423247559,0.7616259554052662,0.004743872517662641,,,,,0.05,,,,,,,4.0,100.0,3.0
